X,Y,Z
30.841088,3209,14.43522208
30.841088,3209.5,14.32666611
30.841088,3210,12.68045431
30.841088,3210.5,10.76683217
30.841088,3211,11.55107745
30.841088,3211.5,14.19182314
30.841088,3212,16.19978765
30.841088,3212.5,15.3191965
30.841088,3213,13.41588082
30.841088,3213.5,13.28296836
30.841088,3214,12.4023751
30.841088,3214.5,9.984095968
30.841088,3215,8.194802962
30.841088,3215.5,7.465720605
30.841088,3216,9.193989603
30.841088,3216.5,11.76555601
30.841088,3217,13.5599603
30.841088,3217.5,14.40010503
30.841088,3218,13.45612881
30.841088,3218.5,12.92463247
30.841088,3219,14.17385006
30.841088,3219.5,14.95068424
30.841088,3220,15.30435569
30.841088,3220.5,17.58662852
30.841088,3221,18.05682467
30.841088,3221.5,17.66366154
30.841088,3222,17.76526453
30.841088,3222.5,19.7120317
30.841088,3223,25.18217727
30.841088,3223.5,29.11793265
30.841088,3224,22.93905351
30.841088,3224.5,16.34874116
30.841088,3225,15.40588707
30.841088,3225.5,16.41387076
30.841088,3226,19.32189046
30.841088,3226.5,22.56759379
30.841088,3227,20.3608869
30.841088,3227.5,16.28228842
30.841088,3228,14.40194635
30.841088,3228.5,13.39549717
30.841088,3229,12.15923447
30.841088,3229.5,12.21387075
30.841088,3230,14.45474456
30.841088,3230.5,19.39237049
30.841088,3231,23.68381578
30.841088,3231.5,23.45230649
30.841088,3232,18.53049363
30.841088,3232.5,14.18742354
30.841088,3233,13.75024933
30.841088,3233.5,16.11545748
30.841088,3234,16.63030469
30.841088,3234.5,15.39009836
30.841088,3235,15.21651642
30.841088,3235.5,14.82738135
30.841088,3236,14.25939159
30.841088,3236.5,15.30732587
30.841088,3237,16.6523388
30.841088,3237.5,16.96792425
30.841088,3238,17.99793074
30.841088,3238.5,19.35239671
30.841088,3239,19.88793734
30.841088,3239.5,19.2248807
30.841088,3240,18.02097379
30.841088,3240.5,16.25411552
30.841088,3241,14.99724089
30.841088,3241.5,15.59414333
30.841088,3242,14.21567613
30.841088,3242.5,11.75822294
30.841088,3243,12.96135295
30.841088,3243.5,16.14476758
30.841088,3244,15.16909015
30.841088,3244.5,13.01401633
30.841088,3245,13.59440395
30.841088,3245.5,15.50803403
30.841088,3246,15.8005703
30.841088,3246.5,15.61120688
30.841088,3247,17.25550067
30.841088,3247.5,15.49946452
30.841088,3248,11.81490902
30.841088,3248.5,12.15406093
30.841088,3249,11.80921581
30.841088,3249.5,10.11481181
30.841088,3250,8.773439764
30.841088,3250.5,8.519028655
30.841088,3251,8.75141206
30.841088,3251.5,8.984336069
30.841088,3252,9.02719992
30.841088,3252.5,7.738324254
30.841088,3253,6.760672371
30.841088,3253.5,7.026211551
30.841088,3254,8.505221987
30.841088,3254.5,8.003628357
30.841088,3255,6.23600024
30.841088,3255.5,7.424283075
30.841088,3256,10.22950826
30.841088,3256.5,12.43810589
30.841088,3257,12.45592564
30.841088,3257.5,12.94629944
30.841088,3258,15.07441278
30.841088,3258.5,17.55301171
30.841088,3259,17.15440575
30.841088,3259.5,14.22338667
30.841088,3260,12.0281948
30.841088,3260.5,11.90862582
30.841088,3261,13.90218917
30.841088,3261.5,17.13958105
30.841088,3262,19.0722355
30.841088,3262.5,15.93760256
30.841088,3263,14.05163641
30.841088,3263.5,18.8683243
30.841088,3264,22.94788253
30.841088,3264.5,18.44390157
30.841088,3265,15.19345881
30.841088,3265.5,14.89414011
30.841088,3266,14.19263118
30.841088,3266.5,12.37886726
30.841088,3267,11.45810335
30.841088,3267.5,12.7434374
30.841088,3268,14.33235821
30.841088,3268.5,14.79939565
30.841088,3269,15.16387669
30.841088,3269.5,16.26757557
30.841088,3270,16.46084101
30.841088,3270.5,15.97069308
30.841088,3271,16.17237944
30.841088,3271.5,17.46663383
30.841088,3272,17.66783561
30.841088,3272.5,17.18859238
30.841088,3273,17.65216917
30.841088,3273.5,17.15400159
30.841088,3274,15.23512125
30.841088,3274.5,15.78637595
30.841088,3275,16.95394143
30.841088,3275.5,16.91792852
30.841088,3276,18.06830761
30.841088,3276.5,17.91654125
30.841088,3277,15.6955906
30.841088,3277.5,16.97693821
30.841088,3278,18.55958759
30.841088,3278.5,17.37738316
30.841088,3279,15.32994113
30.841088,3279.5,14.00823933
30.841088,3280,13.5296683
30.841088,3280.5,11.31242017
30.841088,3281,9.443375429
30.841088,3281.5,9.851253727
30.841088,3282,11.38542575
30.841088,3282.5,11.2386766
30.841088,3283,12.50082003
30.841088,3283.5,16.3134165
30.841088,3284,20.68350833
30.841088,3284.5,22.41224454
30.841088,3285,23.17810984
30.841088,3285.5,24.35514911
30.841088,3286,23.14237492
30.841088,3286.5,19.10510155
30.841088,3287,15.64548885
30.841088,3287.5,13.09261536
30.841088,3288,13.10214153
30.841088,3288.5,14.73999487
30.841088,3289,14.37256407
30.841088,3289.5,14.0158496
30.841088,3290,16.26369481
30.841088,3290.5,18.85520527
30.841088,3291,19.27714049
30.841088,3291.5,16.28581546
30.841088,3292,11.82442152
30.841088,3292.5,9.997578807
30.841088,3293,10.52235646
30.841088,3293.5,10.90761239
30.841088,3294,10.51840567
30.841088,3294.5,10.08742749
30.841088,3295,10.25496578
30.841088,3295.5,11.9379633
30.841088,3296,15.93750495
30.841088,3296.5,21.2762314
30.841088,3297,24.58108856
30.841088,3297.5,22.97600381
30.841088,3298,19.18132464
30.841088,3298.5,17.78368177
30.841088,3299,16.24422657
30.841088,3299.5,15.56247755
30.841088,3300,16.39709335
30.841088,3300.5,16.62201482
30.841088,3301,14.52610479
30.841088,3301.5,14.13892289
30.841088,3302,15.63894158
30.841088,3302.5,15.68703141
30.841088,3303,15.53481908
30.841088,3303.5,15.43039962
30.841088,3304,14.75503255
30.841088,3304.5,14.87348848
30.841088,3305,17.33811333
30.841088,3305.5,18.48683856
30.841088,3306,16.41090859
30.841088,3306.5,15.88261988
30.841088,3307,15.58445076
30.841088,3307.5,14.26739385
30.841088,3308,14.91210071
30.841088,3308.5,18.05992225
30.841088,3309,21.30717562
30.841088,3309.5,22.99915513
30.841088,3310,23.93409279
30.841088,3310.5,24.72891973
30.841088,3311,21.46604976
30.841088,3311.5,17.46439825
30.841088,3312,17.08194497
30.841088,3312.5,18.69637399
30.841088,3313,20.30549374
30.841088,3313.5,18.0709121
30.841088,3314,16.53523758
30.841088,3314.5,13.5071299
30.841088,3315,10.26127132
30.841088,3315.5,10.59936743
30.841088,3316,12.91793913
30.841088,3316.5,12.26159502
30.841088,3317,10.47400693
30.841088,3317.5,12.55686
30.841088,3318,16.00661653
30.841088,3318.5,17.37646476
30.841088,3319,17.66582911
30.841088,3319.5,18.05574767
30.841088,3320,21.3895798
30.841088,3320.5,22.87614391
30.841088,3321,20.24764814
30.841088,3321.5,18.41014885
30.841088,3322,18.20896927
30.841088,3322.5,17.35534355
30.841088,3323,16.37219441
30.841088,3323.5,16.3206725
30.841088,3324,15.62564472
30.841088,3324.5,14.52289941
30.841088,3325,14.66659093
30.841088,3325.5,15.10481848
30.841088,3326,15.28217953
30.841088,3326.5,15.69728778
30.841088,3327,17.04888147
30.841088,3327.5,17.92281903
30.841088,3328,17.1740756
30.841088,3328.5,16.07699095
30.841088,3329,13.68541461
30.841088,3329.5,11.9329494
30.841088,3330,11.95504533
30.841088,3330.5,11.40101232
30.841088,3331,10.16879543
30.841088,3331.5,9.617446656
30.841088,3332,9.992865833
30.841088,3332.5,11.5399673
30.841088,3333,12.14738582
30.841088,3333.5,10.25563464
30.841088,3334,8.658504458
30.841088,3334.5,8.594639863
30.841088,3335,9.250128283
30.841088,3335.5,8.027928113
30.841088,3336,6.854422036
30.841088,3336.5,6.61333438
30.841088,3337,7.977013879
30.841088,3337.5,11.06425137
30.841088,3338,10.13454008
30.841088,3338.5,10.25081519
30.841088,3339,15.70904952
30.841088,3339.5,20.21813785
30.841088,3340,18.25218015
30.841088,3340.5,15.66846751
30.841088,3341,12.99564722
30.841088,3341.5,12.48263145
30.841088,3342,13.08367321
30.841088,3342.5,10.85070327
30.841088,3343,10.30542489
30.841088,3343.5,13.93409057
30.841088,3344,17.32774302
30.841088,3344.5,17.63602994
30.841088,3345,19.62072251
30.841088,3345.5,21.64498121
30.841088,3346,18.72025607
30.841088,3346.5,13.80538418
30.841088,3347,11.55138374
30.841088,3347.5,9.469134778
30.841088,3348,7.630198098
30.841088,3348.5,8.529408343
30.841088,3349,11.39780505
30.841088,3349.5,11.30755603
30.841088,3350,8.654505756
30.841088,3350.5,7.555580744
30.841088,3351,7.165421736
30.841088,3351.5,7.627988428
30.841088,3352,8.562621674
30.841088,3352.5,9.526621779
30.841088,3353,9.760453589
30.841088,3353.5,9.280462905
30.841088,3354,9.216524325
30.841088,3354.5,8.514292732
30.841088,3355,7.328561906
30.841088,3355.5,7.748660565
30.841088,3356,10.09487665
30.841088,3356.5,13.41862904
30.841088,3357,14.97172807
30.841088,3357.5,15.03980487
30.841088,3358,16.24475073
30.841088,3358.5,19.19913057
30.841088,3359,17.96963591
30.841088,3359.5,12.87034431
30.841088,3360,10.32675228
30.841088,3360.5,11.12478517
30.841088,3361,11.72536801
30.841088,3361.5,10.47742301
30.841088,3362,9.847973895
30.841088,3362.5,9.90438928
30.841088,3363,9.886724746
30.841088,3363.5,9.004516657
30.841088,3364,8.472769705
30.841088,3364.5,10.20115066
30.841088,3365,12.70504391
30.841088,3365.5,13.18971784
30.841088,3366,11.6963358
30.841088,3366.5,11.88681874
30.841088,3367,12.68712679
30.841088,3367.5,11.48750023
30.841088,3368,9.535939025
30.841088,3368.5,9.38707391
30.841088,3369,10.43739771
30.841088,3369.5,10.02605075
30.841088,3370,8.893477766
30.841088,3370.5,9.7187592
30.841088,3371,11.162361
30.841088,3371.5,10.59462798
30.841088,3372,10.34476545
30.841088,3372.5,11.44377427
30.841088,3373,14.09854311
30.841088,3373.5,16.56580199
30.841088,3374,17.65249285
30.841088,3374.5,17.76586666
30.841088,3375,17.7542603
30.841088,3375.5,19.67343005
30.841088,3376,20.23120253
30.841088,3376.5,17.0252349
30.841088,3377,13.68007682
30.841088,3377.5,13.25985374
30.841088,3378,13.76473637
30.841088,3378.5,13.54742015
30.841088,3379,13.09635784
30.841088,3379.5,12.79539671
30.841088,3380,11.87248403
30.841088,3380.5,11.04882257
30.841088,3381,11.9458817
30.841088,3381.5,14.00082021
30.841088,3382,14.84533843
30.841088,3382.5,12.98165238
30.841088,3383,10.108174
30.841088,3383.5,9.300838895
30.841088,3384,10.50197075
30.841088,3384.5,11.24277279
30.841088,3385,9.885343125
30.841088,3385.5,8.663910305
30.841088,3386,8.808800094
30.841088,3386.5,10.33704745
30.841088,3387,13.81594754
30.841088,3387.5,16.29234657
30.841088,3388,16.18113143
30.841088,3388.5,17.63056778
30.841088,3389,15.57024362
30.841088,3389.5,11.88214553
30.841088,3390,10.3375132
30.841088,3390.5,9.265603595
30.841088,3391,8.905800898
30.841088,3391.5,9.723452862
30.841088,3392,12.2867377
30.841088,3392.5,14.66335256
30.841088,3393,13.99283566
30.841088,3393.5,12.13587208
30.841088,3394,10.97661961
30.841088,3394.5,10.88154323
30.841088,3395,11.275119
30.841088,3395.5,11.62098598
30.841088,3396,12.79884838
30.841088,3396.5,14.58039157
30.841088,3397,15.69993356
30.841088,3397.5,16.95244822
30.841088,3398,17.24513223
30.841088,3398.5,15.50314192
30.841088,3399,13.7815127
30.841088,3399.5,14.8175961
30.841088,3400,18.20737109
30.841088,3400.5,18.22651101
30.841088,3401,16.45771778
30.841088,3401.5,17.25511787
30.841088,3402,18.51588708
30.841088,3402.5,18.77273114
30.841088,3403,18.48567187
30.841088,3403.5,15.52013108
30.841088,3404,11.89441769
30.841088,3404.5,10.51465348
30.841088,3405,10.87109589
30.841088,3405.5,12.77847697
30.841088,3406,16.00109352
30.841088,3406.5,18.89254427
30.841088,3407,17.61677971
30.841088,3407.5,14.40682285
30.841088,3408,14.23902072
30.841088,3408.5,17.18594183
30.841088,3409,20.2066763
30.841088,3409.5,20.33428925
30.841088,3410,19.54990323
30.841088,3410.5,20.01855966
30.841088,3411,20.18532596
30.841088,3411.5,17.91467427
30.841088,3412,16.17605298
30.841088,3412.5,15.70545908
30.841088,3413,15.85209875
30.841088,3413.5,17.49897955
30.841088,3414,18.76827696
30.841088,3414.5,18.7248302
30.841088,3415,15.65873253
30.841088,3415.5,12.02383333
30.841088,3416,11.70081956
30.841088,3416.5,14.76476196
30.841088,3417,16.59855264
30.841088,3417.5,14.6787046
30.841088,3418,12.86020561
30.841088,3418.5,13.40981151
30.841088,3419,13.63230654
30.841088,3419.5,13.49460283
30.841088,3420,13.40427875
30.841088,3420.5,12.14250946
30.841088,3421,11.25180252
30.841088,3421.5,11.80413726
30.841088,3422,14.18292847
30.841088,3422.5,13.42227803
30.841088,3423,9.722053317
30.841088,3423.5,8.665671084
30.841088,3424,10.32037599
30.841088,3424.5,13.09495339
30.841088,3425,13.59513343
30.841088,3425.5,11.87417695
30.841088,3426,12.23521035
30.841088,3426.5,12.45494399
30.841088,3427,9.462250216
30.841088,3427.5,6.476838144
30.841088,3428,5.593058204
30.841088,3428.5,6.227701244
30.841088,3429,7.443298173
30.841088,3429.5,9.529610781
30.841088,3430,11.23252701
30.841088,3430.5,10.82021007
30.841088,3431,9.26643237
30.841088,3431.5,8.343630795
30.841088,3432,8.048121439
30.841088,3432.5,7.847538231
30.841088,3433,7.818994431
30.841088,3433.5,8.726849798
30.841088,3434,12.68863774
30.841088,3434.5,16.41698167
30.841088,3435,15.22578409
30.841088,3435.5,11.85275432
30.841088,3436,9.575654147
30.841088,3436.5,9.827255527
30.841088,3437,11.28415823
30.841088,3437.5,10.73012991
30.841088,3438,10.56580452
30.841088,3438.5,10.37268683
30.841088,3439,10.17608854
30.841088,3439.5,9.45137482
30.841088,3440,9.691772054
30.841088,3440.5,12.43322958
30.841088,3441,17.00321907
30.841088,3441.5,17.98700759
30.841088,3442,15.37319881
30.841088,3442.5,14.75434992
30.841088,3443,17.65972603
30.841088,3443.5,20.2234962
30.841088,3444,19.23967643
30.841088,3444.5,15.95675078
30.841088,3445,13.64449164
30.841088,3445.5,13.46766093
30.841088,3446,13.76138016
30.841088,3446.5,14.23757915
30.841088,3447,14.55051101
30.841088,3447.5,14.05108853
30.841088,3448,14.57511944
30.841088,3448.5,14.33060123
30.841088,3449,11.89784391
30.841088,3449.5,12.38104417
30.841088,3450,13.62148936
30.841088,3450.5,13.47447473
30.841088,3451,14.63095196
30.841088,3451.5,13.76701562
30.841088,3452,10.99024117
30.841088,3452.5,8.783449893
30.841088,3453,8.134990557
30.841088,3453.5,9.215540024
30.841088,3454,9.100916669
30.841088,3454.5,9.46383833
30.841088,3455,11.28583481
30.841088,3455.5,11.4905533
30.841088,3456,8.449219365
30.841088,3456.5,6.465559021
30.841088,3457,7.439477141
30.841088,3457.5,12.32606647
30.841088,3458,16.84157349
30.841088,3458.5,15.05907863
30.841088,3459,12.27902044
30.841088,3459.5,11.16599748
30.841088,3460,11.13139598
30.841088,3460.5,13.55872578
30.841088,3461,15.56531591
30.841088,3461.5,14.59695413
30.841088,3462,11.5948535
30.841088,3462.5,9.694287863
30.841088,3463,10.63462183
30.841088,3463.5,12.97795507
30.841088,3464,14.93781075
30.841088,3464.5,18.38720496
30.841088,3465,20.1844121
